Region Code: AS
"Region Name: Asia"
Country Code: PHL
"Country Name: Philippines"
Export date: 4/17/2026 7:42:03 AM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG0640,Colon and rectum cancers,2000,Male,Age_all,[All],1238.00000000,0.56944674,7.40835297,3.15166424,
CG0650,Liver cancer,2000,Male,Age_all,[All],3552.00000000,1.63382458,18.69104106,9.04257786,
CG0660,Pancreas cancer,2000,Male,Age_all,[All],420.00000000,0.19318872,2.39575421,1.06922373,
CG0670,"Trachea, bronchus, lung cancers",2000,Male,Age_all,[All],4787.00000000,2.20189141,28.22369774,12.18660480,
CG0680,Melanoma and other skin cancers,2000,Male,Age_all,[All],117.00000000,0.05381686,0.77300502,0.29785518,
CG0681,a. Malignant skin melanoma,2000,Male,Age_all,[All],41.00000000,0.01885890,0.24858782,0.10437660,
CG0682,b. Non-melanoma skin cancer,2000,Male,Age_all,[All],76.00000000,0.03495796,0.52441721,0.19347858,
CG0690,Breast cancer,2000,Male,Age_all,[All],95.00000000,0.04369745,0.55551481,0.24184823,
CG0730,Prostate cancer,2000,Male,Age_all,[All],1117.00000000,0.51378999,9.55214083,2.84362598,
CG0731,Testicular cancer,2000,Male,Age_all,[All],58.00000000,0.02667844,0.19804784,0.14765471,
CG0732,Kidney cancer,2000,Male,Age_all,[All],217.00000000,0.09981417,1.20251900,0.55243226,
CG0740,Bladder cancer,2000,Male,Age_all,[All],179.00000000,0.08233519,1.21489971,0.45569297,
CG0741,Brain and nervous system cancers,2000,Male,Age_all,[All],726.00000000,0.33394050,2.95507617,1.84822960,
CG0742,Gallbladder and biliary tract cancer,2000,Male,Age_all,[All],58.00000000,0.02667844,0.37839895,0.14765471,
CG0743,Larynx cancer,2000,Male,Age_all,[All],328.00000000,0.15087119,2.06033294,0.83501282,
CG0744,Thyroid cancer,2000,Male,Age_all,[All],136.00000000,0.06255635,0.83212097,0.34622483,
CG0745,Mesothelioma,2000,Male,Age_all,[All],4.00000000,0.00183989,0.02047762,0.01018308,
CG0750,"Lymphomas, multiple myeloma",2000,Male,Age_all,[All],617.00000000,0.28380343,2.96172682,1.57074058,
CG0751,a. Hodgkin lymphoma,2000,Male,Age_all,[All],39.00000000,0.01793895,0.15658894,0.09928506,
CG0752,b. Non-Hodgkin lymphoma,2000,Male,Age_all,[All],518.00000000,0.23826609,2.47166623,1.31870927,
CG0753,c. Multiple myeloma,2000,Male,Age_all,[All],60.00000000,0.02759839,0.33347166,0.15274625,
CG0760,Leukaemia,2000,Male,Age_all,[All],1173.00000000,0.53954849,4.12816166,2.98618914,
CG0780,Other neoplasms,2000,Male,Age_all,[All],144.00000000,0.06623613,0.78422396,0.36659099,
CG0790,Diabetes mellitus,2000,Male,Age_all,[All],5147.00000000,2.36748174,31.86664247,13.10308228,
CG0800,Endocrine disorders,2000,Male,Age_all,[All],1465.00000000,0.67386065,7.40802717,3.72955421,
CG0810,Neuropsychiatric conditions,2000,Male,Age_all,[All],2415.00000000,1.11083513,9.65110812,6.14803647,
CG0820,Unipolar depressive disorders,2000,Male,Age_all,[All],9.00000000,0.00413976,0.03985955,0.02291194,
CG0830,Bipolar disorder,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0840,Schizophrenia,2000,Male,Age_all,[All],89.00000000,0.04093761,0.32555160,0.22657360,
CG0850,Epilepsy,2000,Male,Age_all,[All],584.00000000,0.26862431,1.69402936,1.48673014,
CG0860,Alcohol use disorders,2000,Male,Age_all,[All],484.00000000,0.22262700,1.95193459,1.23215306,
CG0870,Alzheimer and other dementias,2000,Male,Age_all,[All],202.00000000,0.09291457,1.35350431,0.51424570,
CG0880,Parkinson disease,2000,Male,Age_all,[All],107.00000000,0.04921713,0.82359971,0.27239748,
CG0890,Multiple sclerosis,2000,Male,Age_all,[All],11.00000000,0.00505970,0.04466848,0.02800348,
CG0900,Drug use disorders,2000,Male,Age_all,[All],34.00000000,0.01563909,0.11495839,0.08655621,
CG0910,Post-traumatic stress disorder,2000,Male,Age_all,[All],1.00000000,0.00045997,0.00293001,0.00254577,
CG0920,Obsessive-compulsive disorder,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2000,Male,Age_all,[All],2.00000000,0.00091995,0.00487438,0.00509154,
CG0960,Mental Retardation,2000,Male,Age_all,[All],4.00000000,0.00183989,0.01039754,0.01018308,
CG0970,Other neuropsychiatric disorders,2000,Male,Age_all,[All],888.00000000,0.40845615,3.28480021,2.26064447,
CG0980,Sense organ diseases,2000,Male,Age_all,[All],47.00000000,0.02161874,0.14399761,0.11965123,
CG0990,Glaucoma,2000,Male,Age_all,[All],2.00000000,0.00091995,0.01415939,0.00509154,
CG1000,Cataracts,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2000,Male,Age_all,[All],45.00000000,0.02069879,0.12983822,0.11455969,
CG1040,Cardiovascular diseases,2000,Male,Age_all,[All],61553.00000000,28.31272654,408.54556412,156.69982974,
CG1050,Rheumatic heart disease,2000,Male,Age_all,[All],1061.00000000,0.48803150,3.03920560,2.70106281,
CG1060,Hypertensive heart disease,2000,Male,Age_all,[All],4302.00000000,1.97880444,29.20238483,10.95190596,
CG1070,Ischaemic heart disease,2000,Male,Age_all,[All],20796.00000000,9.56560137,135.48552624,52.94184945,
CG1080,Cerebrovascular disease,2000,Male,Age_all,[All],12146.00000000,5.58683373,80.72999954,30.92093208,
CG1090,Inflammatory heart diseases,2000,Male,Age_all,[All],535.00000000,0.24608563,2.89514821,1.36198738,
CG1110,Respiratory diseases,2000,Male,Age_all,[All],12119.00000000,5.57441445,82.76719311,30.85219626,
CG1120,Chronic obstructive pulmonary disease,2000,Male,Age_all,[All],6233.00000000,2.86701257,46.96932011,15.86778937,
CG1130,Asthma,2000,Male,Age_all,[All],4434.00000000,2.03952089,27.51258431,11.28794771,
CG1140,Other respiratory diseases,2000,Male,Age_all,[All],1452.00000000,0.66788100,8.28528868,3.69645919,
CG1150,Digestive diseases,2000,Male,Age_all,[All],12589.00000000,5.79060183,65.10479797,32.04870854,
CG1160,Peptic ulcer disease,2000,Male,Age_all,[All],3924.00000000,1.80493459,24.91868125,9.98960460,
CG1170,Cirrhosis of the liver,2000,Male,Age_all,[All],3762.00000000,1.73041894,18.43577914,9.57718973,
CG1180,Appendicitis,2000,Male,Age_all,[All],182.00000000,0.08371511,0.74131653,0.46333028,
CG1181,Gastritis and duodenitis,2000,Male,Age_all,[All],138.00000000,0.06347629,0.92248174,0.35131637,
CG1182,Paralytic ileus and intestinal obstruction,2000,Male,Age_all,[All],429.00000000,0.19732848,2.14449456,1.09213567,
CG1183,Inflammatory bowel disease,2000,Male,Age_all,[All],146.00000000,0.06715608,0.88491549,0.37168254,
CG1184,Gallbladder and biliary diseases,2000,Male,Age_all,[All],245.00000000,0.11269342,1.34651328,0.62371384,
CG1185,Pancreatitis,2000,Male,Age_all,[All],1924.00000000,0.88498832,6.17831923,4.89806301,
CG1190,Other digestive diseases,2000,Male,Age_all,[All],1839.00000000,0.84589060,9.53229673,4.68167249,
CG1200,Genitourinary diseases,2000,Male,Age_all,[All],6360.00000000,2.92542915,38.33781765,16.19110226,
CG1210,Nephritis and nephrosis,2000,Male,Age_all,[All],5132.00000000,2.36058214,29.31153532,13.06489572,
CG1220,Benign prostatic hypertrophy,2000,Male,Age_all,[All],298.00000000,0.13707199,2.94121649,0.75863970,
CG1230,Other genitourinary system diseases,2000,Male,Age_all,[All],930.00000000,0.42777502,6.08506584,2.36756684,
CG1240,Skin diseases,2000,Male,Age_all,[All],612.00000000,0.28150356,4.02673410,1.55801173,
CG1250,Musculoskeletal diseases,2000,Male,Age_all,[All],831.00000000,0.38223768,6.65464489,2.11553553,
CG1260,Rheumatoid arthritis,2000,Male,Age_all,[All],209.00000000,0.09613439,1.89275215,0.53206610,
CG1270,Osteoarthritis,2000,Male,Age_all,[All],139.00000000,0.06393627,1.29333857,0.35386214,
CG1280,Gout,2000,Male,Age_all,[All],144.00000000,0.06623613,0.96236506,0.36659099,
CG1290,Back pain,2000,Male,Age_all,[All],10.00000000,0.00459973,0.07398133,0.02545771,
CG1300,Other musculoskeletal disorders,2000,Male,Age_all,[All],329.00000000,0.15133116,2.43220779,0.83755859,
CG1310,Congenital anomalies,2000,Male,Age_all,[All],2682.00000000,1.23364795,4.71332866,6.82775727,
CG1320,Abdominal wall defect,2000,Male,Age_all,[All],27.00000000,0.01241927,0.04388443,0.06873581,
CG1330,Anencephaly,2000,Male,Age_all,[All],96.00000000,0.04415742,0.15397273,0.24439400,
CG1340,Anorectal atresia,2000,Male,Age_all,[All],59.00000000,0.02713842,0.09435375,0.15020048,
CG1350,Cleft lip,2000,Male,Age_all,[All],3.00000000,0.00137992,0.00477477,0.00763731,
CG1360,Cleft palate,2000,Male,Age_all,[All],25.00000000,0.01149933,0.03985397,0.06364427,
CG1370,Oesophageal atresia,2000,Male,Age_all,[All],3.00000000,0.00137992,0.00477477,0.00763731,
CG1380,Renal agenesis,2000,Male,Age_all,[All],2.00000000,0.00091995,0.00452160,0.00509154,
CG1390,Down syndrome,2000,Male,Age_all,[All],62.00000000,0.02851833,0.11811069,0.15783779,
CG1400,Congenital heart anomalies,2000,Male,Age_all,[All],1503.00000000,0.69133963,2.65523584,3.82629350,
CG1410,Spina bifida,2000,Male,Age_all,[All],21.00000000,0.00965944,0.03811943,0.05346119,
CG1420,Other Congenital anomalies,2000,Male,Age_all,[All],881.00000000,0.40523633,1.55572668,2.24282407,
CG1430,Oral conditions,2000,Male,Age_all,[All],33.00000000,0.01517911,0.12936862,0.08401044,
CG1440,Dental caries,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2000,Male,Age_all,[All],6.00000000,0.00275984,0.01637186,0.01527462,
CG1460,Edentulism,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2000,Male,Age_all,[All],27.00000000,0.01241927,0.11299676,0.06873581,
CG1475,Sudden infant death syndrome,2000,Male,Age_all,[All],150.00000000,0.06899597,0.23873833,0.38186562,
CG1480,Injuries,2000,Male,Age_all,[All],26003.00000000,11.96068150,85.09326160,66.19767798,
CG1490,Unintentional injuries,2000,Male,Age_all,[All],10301.00000000,4.73818329,33.86797545,26.22398496,
CG1500,Road traffic accidents,2000,Male,Age_all,[All],3818.00000000,1.75617744,12.75308923,9.71975290,
CG1510,Poisonings,2000,Male,Age_all,[All],103.00000000,0.04737723,0.36406144,0.26221439,
CG1520,Falls,2000,Male,Age_all,[All],885.00000000,0.40707623,4.14985638,2.25300715,
CG1530,Fires,2000,Male,Age_all,[All],189.00000000,0.08693492,0.55990482,0.48115068,
CG1540,Drownings,2000,Male,Age_all,[All],2441.00000000,1.12279443,6.81392283,6.21422651,
CG1541,Exposure to mechanical forces,2000,Male,Age_all,[All],247.00000000,0.11361336,0.73439835,0.62880539,
CG1542,Natural disasters,2000,Male,Age_all,[All],304.00000000,0.13983183,0.89704361,0.77391432,
CG1550,Other unintentional injuries,2000,Male,Age_all,[All],2314.00000000,1.06437784,7.59569880,5.89091362,
CG1560,Intentional injuries,2000,Male,Age_all,[All],12119.00000000,5.57441445,38.38547411,30.85219626,
CG1570,Self-inflicted injuries,2000,Male,Age_all,[All],1045.00000000,0.48067193,3.35418863,2.66033048,
CG1580,Violence,2000,Male,Age_all,[All],10699.00000000,4.92125260,33.95085032,27.23720174,
CG1590,War,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2000,Male,Age_all,[All],375.00000000,0.17248993,1.08043516,0.95466405,
CG1610,Ill-defined diseases,2000,Male,Age_all,[All],8269.00000000,3.80351787,64.57146267,21.05097870,
CG0768,Ill-defined malignant neoplasms,2000,Male,Age_all,[All],803.00000000,0.36935843,4.59654164,2.04425395,
CG0769,Other malignant neoplasms,2000,Male,Age_all,[All],1643.00000000,0.75573587,8.45873057,4.18270142,
CG0789,Diabetes mellitus and endocrine disorders,2000,Male,Age_all,[All],6612.00000000,3.04134239,39.27466965,16.83263650,
CG1098,Ill-defined circulatory diseases,2000,Male,Age_all,[All],20989.00000000,9.65437618,146.01002901,53.43318322,
CG1099,Other circulatory diseases,2000,Male,Age_all,[All],1724.00000000,0.79299369,11.18327070,4.38890885,
CG1605,Ill-defined injuries/accidents,2000,Male,Age_all,[All],3583.00000000,1.64808375,12.83981204,9.12149676,
CG0395,COVID-19,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2000,Female,Age_all,[All],149527.00000000,100.00000000,720.82278747,386.26565427,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2000,Female,Age_all,[All],42777.00000000,28.60821123,180.87866978,110.50369427,
CG0020,Infectious and parasitic diseases,2000,Female,Age_all,[All],16482.00000000,11.02275843,65.73987842,42.57712997,
CG0030,Tuberculosis,2000,Female,Age_all,[All],8967.00000000,5.99691026,41.84920068,23.16400464,
CG0040,STDs excluding HIV,2000,Female,Age_all,[All],43.00000000,0.02875735,0.17414670,0.11107976,
CG0050,Syphilis,2000,Female,Age_all,[All],4.00000000,0.00267510,0.01735915,0.01033300,
CG0060,Chlamydia,2000,Female,Age_all,[All],1.00000000,0.00066878,0.00167372,0.00258325,
CG0070,Gonorrhoea,2000,Female,Age_all,[All],2.00000000,0.00133755,0.01029417,0.00516650,
CG0080,Other STDs,2000,Female,Age_all,[All],36.00000000,0.02407592,0.14481966,0.09299701,
CG0090,HIV/AIDS,2000,Female,Age_all,[All],10.00000000,0.00668776,0.03284360,0.02583250,
CG0100,Diarrhoeal diseases,2000,Female,Age_all,[All],2290.00000000,1.53149598,6.86516398,5.91564298,
CG0110,Childhood-cluster diseases,2000,Female,Age_all,[All],909.00000000,0.60791696,1.86714493,2.34817444,
CG0120,Pertussis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2000,Female,Age_all,[All],15.00000000,0.01003163,0.03239191,0.03874875,
CG0140,Diphtheria,2000,Female,Age_all,[All],11.00000000,0.00735653,0.01887630,0.02841575,
CG0150,Measles,2000,Female,Age_all,[All],690.00000000,0.46145512,1.19632904,1.78244265,
CG0160,Tetanus,2000,Female,Age_all,[All],193.00000000,0.12907368,0.61954769,0.49856729,
CG0170,Meningitis,2000,Female,Age_all,[All],790.00000000,0.52833268,1.81211426,2.04076767,
CG0180,Hepatitis B,2000,Female,Age_all,[All],266.00000000,0.17789429,1.01126403,0.68714456,
CG0190,Hepatitis C,2000,Female,Age_all,[All],8.00000000,0.00535020,0.04016408,0.02066600,
CG0200,Malaria,2000,Female,Age_all,[All],89.00000000,0.05952102,0.30421219,0.22990927,
CG0210,Tropical-cluster diseases,2000,Female,Age_all,[All],91.00000000,0.06085857,0.37748906,0.23507577,
CG0220,Trypanosomiasis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2000,Female,Age_all,[All],91.00000000,0.06085857,0.37748906,0.23507577,
CG0250,Leishmaniasis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2000,Female,Age_all,[All],13.00000000,0.00869408,0.06383677,0.03358225,
CG0290,Dengue,2000,Female,Age_all,[All],172.00000000,0.11502939,0.34259489,0.44431904,
CG0300,Japanese encephalitis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2000,Female,Age_all,[All],1.00000000,0.00066878,0.00469899,0.00258325,
CG0320,Intestinal nematode infections,2000,Female,Age_all,[All],29.00000000,0.01939449,0.07661650,0.07491426,
CG0330,Ascariasis,2000,Female,Age_all,[All],25.00000000,0.01671939,0.05746982,0.06458126,
CG0340,Trichuriasis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2000,Female,Age_all,[All],4.00000000,0.00267510,0.01914669,0.01033300,
CG0360,Other intestinal infections,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0370,Other infectious diseases,2000,Female,Age_all,[All],2804.00000000,1.87524661,10.91838775,7.24343359,
CG0380,Respiratory infections,2000,Female,Age_all,[All],16898.00000000,11.30096906,90.63284278,43.65176206,
CG0390,Lower respiratory infections,2000,Female,Age_all,[All],16841.00000000,11.26284885,90.46755052,43.50451680,
CG0400,Upper respiratory infections,2000,Female,Age_all,[All],25.00000000,0.01671939,0.08171858,0.06458126,
CG0410,Otitis media,2000,Female,Age_all,[All],32.00000000,0.02140082,0.08357368,0.08266401,
CG0420,Maternal conditions,2000,Female,Age_all,[All],1698.00000000,1.13558086,4.65894898,4.38635886,
CG0430,Maternal haemorrhage,2000,Female,Age_all,[All],430.00000000,0.28757348,1.18003529,1.11079759,
CG0440,Maternal sepsis,2000,Female,Age_all,[All],93.00000000,0.06219613,0.24887362,0.24024227,
CG0450,Hypertensive disorders,2000,Female,Age_all,[All],432.00000000,0.28891103,1.19210893,1.11596409,
CG0460,Obstructed labour,2000,Female,Age_all,[All],10.00000000,0.00668776,0.02721193,0.02583250,
CG0470,Pregnancy with abortive outcome,2000,Female,Age_all,[All],152.00000000,0.10165388,0.41650537,0.39265403,
CG0480,Other maternal conditions,2000,Female,Age_all,[All],581.00000000,0.38855859,1.59421384,1.50086837,
CG0490,Perinatal conditions,2000,Female,Age_all,[All],5479.00000000,3.66422118,9.17032935,14.15362791,
CG0500,Low birth weight,2000,Female,Age_all,[All],2106.00000000,1.40844128,3.52486104,5.44032494,
CG0510,Birth asphyxia and birth trauma,2000,Female,Age_all,[All],921.00000000,0.61594227,1.54149906,2.37917344,
CG0520,Other perinatal conditions,2000,Female,Age_all,[All],2452.00000000,1.63983762,4.10396926,6.33412952,
CG0530,Nutritional deficiencies,2000,Female,Age_all,[All],2220.00000000,1.48468170,10.67667026,5.73481547,
CG0540,Protein-energy malnutrition,2000,Female,Age_all,[All],1202.00000000,0.80386820,5.68041152,3.10506675,
CG0550,Iodine deficiency,2000,Female,Age_all,[All],1.00000000,0.00066878,0.00277848,0.00258325,
CG0560,Vitamin A deficiency,2000,Female,Age_all,[All],2.00000000,0.00133755,0.01474668,0.00516650,
CG0570,Iron-deficiency anaemia,2000,Female,Age_all,[All],787.00000000,0.52632635,3.57341805,2.03301792,
CG0580,Other nutritional disorders,2000,Female,Age_all,[All],228.00000000,0.15248082,1.40531552,0.58898105,
CG0590,Noncommunicable diseases,2000,Female,Age_all,[All],92210.00000000,61.66779244,466.95839266,238.20150194,
CG0600,Malignant neoplasms,2000,Female,Age_all,[All],16817.00000000,11.24679824,75.66179533,43.44251880,
CG0610,Mouth and oropharynx cancers,2000,Female,Age_all,[All],718.00000000,0.48018084,3.57940582,1.85477365,
CG0611,a. Lip and oral cavity cancers,2000,Female,Age_all,[All],316.00000000,0.21133307,1.58505457,0.81630707,
CG0612,b. Nasopharynx cancers,2000,Female,Age_all,[All],139.00000000,0.09295980,0.62107952,0.35907178,
CG0613,c. Other pharynx cancer,2000,Female,Age_all,[All],263.00000000,0.17588797,1.37327173,0.67939481,
CG0620,Oesophagus cancer,2000,Female,Age_all,[All],133.00000000,0.08894715,0.69005435,0.34357228,
CG0630,Stomach cancer,2000,Female,Age_all,[All],611.00000000,0.40862185,3.04435520,1.57836588,
CG0640,Colon and rectum cancers,2000,Female,Age_all,[All],1019.00000000,0.68148227,5.07690869,2.63233196,
CG0650,Liver cancer,2000,Female,Age_all,[All],1401.00000000,0.93695453,6.55338681,3.61913355,
CG0660,Pancreas cancer,2000,Female,Age_all,[All],384.00000000,0.25680981,1.95430863,0.99196808,
CG0670,"Trachea, bronchus, lung cancers",2000,Female,Age_all,[All],1608.00000000,1.07539107,7.85444868,4.15386634,
CG0680,Melanoma and other skin cancers,2000,Female,Age_all,[All],122.00000000,0.08159062,0.59438392,0.31515653,
CG0681,a. Malignant skin melanoma,2000,Female,Age_all,[All],35.00000000,0.02340714,0.16540713,0.09041376,
CG0682,b. Non-melanoma skin cancer,2000,Female,Age_all,[All],87.00000000,0.05818347,0.42897678,0.22474277,
CG0690,Breast cancer,2000,Female,Age_all,[All],3251.00000000,2.17418928,14.09959142,8.39814644,
CG0700,Cervix uteri cancer,2000,Female,Age_all,[All],882.00000000,0.58986003,3.78289556,2.27842669,
CG0710,Corpus uteri cancer,2000,Female,Age_all,[All],1135.00000000,0.75906024,4.98507768,2.93198899,
CG0720,Ovary cancer,2000,Female,Age_all,[All],770.00000000,0.51495716,3.36130391,1.98910266,
CG0732,Kidney cancer,2000,Female,Age_all,[All],152.00000000,0.10165388,0.67035278,0.39265403,
CG0740,Bladder cancer,2000,Female,Age_all,[All],88.00000000,0.05885225,0.45886362,0.22732602,
CG0741,Brain and nervous system cancers,2000,Female,Age_all,[All],676.00000000,0.45209226,2.63305112,1.74627714,
CG0742,Gallbladder and biliary tract cancer,2000,Female,Age_all,[All],70.00000000,0.04681429,0.34453028,0.18082751,
CG0743,Larynx cancer,2000,Female,Age_all,[All],92.00000000,0.06152735,0.48288738,0.23765902,
CG0744,Thyroid cancer,2000,Female,Age_all,[All],317.00000000,0.21200185,1.59323897,0.81889032,
CG0745,Mesothelioma,2000,Female,Age_all,[All],5.00000000,0.00334388,0.01999895,0.01291625,
