,2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,,,,,,,,,,... ,... , ...,,,,,,,,,,... ,... , ...,,58 ,52 , 63,,62 ,56 , 68,,92 ,84 , >98,
Iran (Islamic Republic of),... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,75 ,60 , 95,,90 ,72 , >98,,95 ,76 , >98,
Iraq,28 ,23 , 34,"Children estimates were not available at the time of publication.",>98 ,84 , >98,"Children estimates were not available at the time of publication.",,,,,30 ,25 , 36,"Children estimates were not available at the time of publication.",>98 ,84 , >98,"Children estimates were not available at the time of publication.",,,,,34 ,29 , 41,"Children estimates were not available at the time of publication.",>98 ,84 , >98,"Children estimates were not available at the time of publication.",,,,,37 ,31 , 45,"Children estimates were not available at the time of publication.",>98 ,83 , >98,"Children estimates were not available at the time of publication.",,,,,43 ,35 , 52,"Children estimates were not available at the time of publication.",97 ,79 , >98,"Children estimates were not available at the time of publication.",,,,,48 ,39 , 58,"Children estimates were not available at the time of publication.",83 ,67 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",59 ,47 , 73,"Children estimates were not available at the time of publication.",72 ,58 , 90,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",69 ,54 , 88,"Children estimates were not available at the time of publication.",74 ,58 , 94,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",74 ,57 , 96,"Children estimates were not available at the time of publication.",75 ,58 , 96,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",80 ,61 , >98,"Children estimates were not available at the time of publication.",83 ,63 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,85 ,77 , 93,,88 ,80 , 97,,97 ,88 , >98,,87 ,79 , 97,,88 ,80 , 98,,97 ,88 , >98,,,,,,,,,,97 ,87 , >98,,,,,,,,,,97 ,87 , >98,,,,,,,,,,97 ,86 , >98,,94 ,83 , >98,,>98 ,88 , >98,,>98 ,88 , >98,,90 ,80 , >98,,>98 ,89 , >98,,>98 ,88 , >98,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Italy,,,,,,,,,,,,,89 ,78 , >98,,91 ,79 , >98,,,,,,95 ,82 , >98,,93 ,81 , >98,,,,,,96 ,83 , >98,,93 ,80 , >98,,,,,,97 ,84 , >98,,93 ,80 , >98,,90 ,78 , >98,,96 ,83 , >98,,93 ,81 , >98,,90 ,78 , >98,,95 ,82 , >98,,94 ,81 , >98,,90 ,78 , >98,,95 ,81 , >98,,94 ,80 , >98,,97 ,83 , >98,,95 ,81 , >98,,94 ,80 , >98,,98 ,83 , >98,,,,,,,,,,,,,
Jamaica,... ,... , ...,,... ,... , ...,,64 ,59 , 70,,... ,... , ...,,... ,... , ...,,63 ,59 , 70,,... ,... , ...,,... ,... , ...,,68 ,63 , 75,,... ,... , ...,,... ,... , ...,,74 ,68 , 81,,... ,... , ...,,... ,... , ...,,79 ,73 , 87,,... ,... , ...,,... ,... , ...,,83 ,76 , 91,,... ,... , ...,,... ,... , ...,,88 ,81 , 97,,... ,... , ...,,... ,... , ...,,91 ,85 , >98,,... ,... , ...,,... ,... , ...,,92 ,85 , >98,,... ,... , ...,,... ,... , ...,,92 ,85 , >98,
Japan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Jordan,47 ,42 , 51,"Children estimates were not available at the time of publication.",76 ,69 , 83,"Children estimates were not available at the time of publication.",59 ,53 , 64,"Children estimates were not available at the time of publication.",50 ,45 , 54,"Children estimates were not available at the time of publication.",81 ,74 , 88,"Children estimates were not available at the time of publication.",79 ,73 , 87,"Children estimates were not available at the time of publication.",51 ,47 , 56,"Children estimates were not available at the time of publication.",87 ,80 , 95,"Children estimates were not available at the time of publication.",71 ,65 , 78,"Children estimates were not available at the time of publication.",55 ,50 , 60,"Children estimates were not available at the time of publication.",94 ,86 , >98,"Children estimates were not available at the time of publication.",83 ,76 , 90,"Children estimates were not available at the time of publication.",57 ,52 , 62,"Children estimates were not available at the time of publication.",97 ,89 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",60 ,56 , 66,"Children estimates were not available at the time of publication.",97 ,89 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",58 ,53 , 64,"Children estimates were not available at the time of publication.",89 ,82 , 98,"Children estimates were not available at the time of publication.",,,,,66 ,61 , 73,"Children estimates were not available at the time of publication.",89 ,82 , 98,"Children estimates were not available at the time of publication.",96 ,88 , >98,"Children estimates were not available at the time of publication.",67 ,62 , 75,"Children estimates were not available at the time of publication.",93 ,85 , >98,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",72 ,66 , 80,"Children estimates were not available at the time of publication.",93 ,86 , >98,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication."
Kazakhstan,36 ,34 , 39,,55 ,52 , 59,,67 ,64 , 73,,40 ,37 , 43,,61 ,58 , 66,,67 ,64 , 72,,45 ,42 , 48,,75 ,71 , 81,,83 ,78 , 89,,48 ,45 , 52,,85 ,80 , 92,,71 ,66 , 76,,50 ,47 , 54,,89 ,84 , 96,,80 ,75 , 86,,53 ,50 , 57,,90 ,85 , 97,,86 ,80 , 92,,56 ,52 , 60,,91 ,85 , >98,,87 ,81 , 94,,59 ,54 , 64,,92 ,85 , >98,,89 ,82 , 97,,61 ,57 , 66,,93 ,86 , >98,,93 ,86 , >98,,65 ,59 , 71,,92 ,85 , >98,,95 ,87 , >98,
Kenya,93 ,83 , >98,,76 ,68 , 87,,... ,... , ...,,97 ,87 , >98,,83 ,74 , 96,,... ,... , ...,,>98 ,88 , >98,,89 ,79 , >98,,... ,... , ...,,>98 ,88 , >98,,87 ,78 , >98,,... ,... , ...,,96 ,86 , >98,,85 ,76 , 97,,92 ,83 , >98,,96 ,86 , >98,,85 ,76 , 97,,94 ,84 , >98,,97 ,87 , >98,,90 ,80 , >98,,... ,... , ...,,97 ,87 , >98,,90 ,81 , >98,,95 ,85 , >98,,98 ,87 , >98,,91 ,81 , >98,,97 ,87 , >98,,>98 ,88 , >98,,91 ,82 , >98,,96 ,85 , >98,
Kuwait,50 ,36 , 54,"Children estimates were not available at the time of publication.",62 ,45 , 67,"Children estimates were not available at the time of publication.",>98 ,73 , >98,"Children estimates were not available at the time of publication.",52 ,38 , 56,"Children estimates were not available at the time of publication.",71 ,52 , 77,"Children estimates were not available at the time of publication.",97 ,71 , >98,"Children estimates were not available at the time of publication.",51 ,37 , 55,"Children estimates were not available at the time of publication.",76 ,56 , 82,"Children estimates were not available at the time of publication.",>98 ,72 , >98,"Children estimates were not available at the time of publication.",53 ,39 , 57,"Children estimates were not available at the time of publication.",81 ,60 , 88,"Children estimates were not available at the time of publication.",98 ,72 , >98,"Children estimates were not available at the time of publication.",54 ,40 , 59,"Children estimates were not available at the time of publication.",85 ,63 , 92,"Children estimates were not available at the time of publication.",>98 ,73 , >98,"Children estimates were not available at the time of publication.",57 ,43 , 62,"Children estimates were not available at the time of publication.",86 ,64 , 93,"Children estimates were not available at the time of publication.",>98 ,74 , >98,"Children estimates were not available at the time of publication.",60 ,44 , 65,"Children estimates were not available at the time of publication.",87 ,64 , 94,"Children estimates were not available at the time of publication.",>98 ,73 , >98,"Children estimates were not available at the time of publication.",61 ,45 , 66,"Children estimates were not available at the time of publication.",78 ,57 , 84,"Children estimates were not available at the time of publication.",>98 ,74 , >98,"Children estimates were not available at the time of publication.",73 ,54 , 79,"Children estimates were not available at the time of publication.",70 ,52 , 75,"Children estimates were not available at the time of publication.",>98 ,74 , >98,"Children estimates were not available at the time of publication.",,,,,,,,,>98 ,74 , >98,"Children estimates were not available at the time of publication."
Kyrgyzstan,42 ,39 , 47,,70 ,65 , 78,,66 ,61 , 74,,46 ,43 , 51,,77 ,71 , 84,,69 ,64 , 76,,50 ,46 , 54,,82 ,75 , 89,,74 ,68 , 81,,52 ,48 , 56,,83 ,76 , 90,,79 ,73 , 85,,55 ,50 , 59,,83 ,77 , 89,,86 ,79 , 92,,57 ,53 , 62,,84 ,77 , 90,,90 ,83 , 98,,60 ,55 , 64,,87 ,81 , 94,,90 ,84 , 97,,62 ,57 , 66,,90 ,83 , 97,,92 ,85 , >98,,64 ,59 , 68,,92 ,85 , >98,,93 ,86 , >98,,65 ,60 , 70,,92 ,85 , >98,,98 ,91 , >98,
Lao People's Democratic Republic,41 ,37 , 45,,88 ,80 , 97,,,,,,47 ,42 , 51,,88 ,80 , 97,,,,,,54 ,49 , 59,,86 ,78 , 94,,,,,,59 ,53 , 65,,84 ,76 , 92,,98 ,88 , >98,,63 ,57 , 70,,81 ,74 , 89,,>98 ,89 , >98,,69 ,62 , 76,,78 ,71 , 86,,96 ,87 , >98,,73 ,66 , 80,,76 ,68 , 83,,>98 ,89 , >98,,79 ,71 , 86,,77 ,69 , 84,,>98 ,88 , >98,,85 ,76 , 93,,78 ,70 , 86,,97 ,87 , >98,,>98 ,88 , >98,,72 ,65 , 80,,98 ,88 , >98,
Latvia,57 ,54 , 61,"Children estimates were not available at the time of publication.",22 ,21 , 23,"Children estimates were not available at the time of publication.",,,,,60 ,57 , 65,"Children estimates were not available at the time of publication.",44 ,41 , 47,"Children estimates were not available at the time of publication.",,,,,63 ,59 , 67,"Children estimates were not available at the time of publication.",53 ,49 , 56,"Children estimates were not available at the time of publication.",,,,,66 ,62 , 71,"Children estimates were not available at the time of publication.",59 ,56 , 64,"Children estimates were not available at the time of publication.",,,,,69 ,65 , 74,"Children estimates were not available at the time of publication.",68 ,63 , 72,"Children estimates were not available at the time of publication.",,,,,72 ,67 , 77,"Children estimates were not available at the time of publication.",66 ,62 , 71,"Children estimates were not available at the time of publication.",,,,,75 ,70 , 80,"Children estimates were not available at the time of publication.",66 ,61 , 71,"Children estimates were not available at the time of publication.",,,,,78 ,72 , 84,"Children estimates were not available at the time of publication.",66 ,61 , 71,"Children estimates were not available at the time of publication.",,,,,81 ,74 , 87,"Children estimates were not available at the time of publication.",66 ,60 , 71,"Children estimates were not available at the time of publication.",,,,,83 ,76 , 90,"Children estimates were not available at the time of publication.",65 ,59 , 70,"Children estimates were not available at the time of publication.",,,,
Lebanon,85 ,78 , 93,"Children estimates were not available at the time of publication.",44 ,40 , 48,"Children estimates were not available at the time of publication.",,,,,84 ,77 , 92,"Children estimates were not available at the time of publication.",57 ,52 , 62,"Children estimates were not available at the time of publication.",,,,,82 ,74 , 89,"Children estimates were not available at the time of publication.",60 ,55 , 65,"Children estimates were not available at the time of publication.",97 ,88 , >98,"Children estimates were not available at the time of publication.",82 ,74 , 89,"Children estimates were not available at the time of publication.",69 ,62 , 74,"Children estimates were not available at the time of publication.",96 ,87 , >98,"Children estimates were not available at the time of publication.",82 ,74 , 89,"Children estimates were not available at the time of publication.",77 ,69 , 84,"Children estimates were not available at the time of publication.",95 ,86 , >98,"Children estimates were not available at the time of publication.",81 ,73 , 89,"Children estimates were not available at the time of publication.",83 ,75 , 90,"Children estimates were not available at the time of publication.",96 ,87 , >98,"Children estimates were not available at the time of publication.",80 ,72 , 87,"Children estimates were not available at the time of publication.",83 ,75 , 90,"Children estimates were not available at the time of publication.",97 ,88 , >98,"Children estimates were not available at the time of publication.",80 ,73 , 88,"Children estimates were not available at the time of publication.",83 ,75 , 90,"Children estimates were not available at the time of publication.",97 ,88 , >98,"Children estimates were not available at the time of publication.",80 ,73 , 88,"Children estimates were not available at the time of publication.",83 ,75 , 91,"Children estimates were not available at the time of publication.",96 ,87 , >98,"Children estimates were not available at the time of publication.",81 ,73 , 89,"Children estimates were not available at the time of publication.",85 ,77 , 94,"Children estimates were not available at the time of publication.",93 ,85 , >98,"Children estimates were not available at the time of publication."
Lesotho,96 ,88 , >98,,57 ,53 , 64,,,,,,97 ,90 , >98,,65 ,60 , 73,,,,,,>98 ,91 , >98,,75 ,69 , 83,,,,,,>98 ,91 , >98,,75 ,69 , 84,,95 ,87 , >98,,>98 ,91 , >98,,82 ,75 , 92,,93 ,86 , >98,,>98 ,90 , >98,,87 ,80 , >98,,97 ,89 , >98,,97 ,90 , >98,,91 ,83 , >98,,>98 ,91 , >98,,97 ,90 , >98,,94 ,86 , >98,,>98 ,91 , >98,,97 ,89 , >98,,98 ,90 , >98,,>98 ,91 , >98,,97 ,90 , >98,,>98 ,93 , >98,,>98 ,92 , >98,
Liberia,59 ,51 , 69,,38 ,33 , 45,,,,,,62 ,53 , 72,,44 ,38 , 52,,,,,,66 ,57 , 78,,64 ,54 , 74,,,,,,70 ,60 , 82,,67 ,57 , 78,,... ,... , ...,,73 ,63 , 86,,72 ,61 , 84,,... ,... , ...,,77 ,66 , 91,,82 ,70 , 97,,... ,... , ...,,80 ,68 , 96,,86 ,73 , >98,,79 ,67 , 95,,83 ,70 , >98,,95 ,80 , >98,,84 ,71 , >98,,86 ,72 , >98,,95 ,80 , >98,,95 ,80 , >98,,96 ,80 , >98,,>98 ,83 , >98,,... ,... , ...,
Libya,75 ,71 , 80,,60 ,57 , 64,,... ,... , ...,,79 ,75 , 85,,60 ,57 , 64,,... ,... , ...,,82 ,77 , 89,,59 ,56 , 64,,... ,... , ...,,85 ,80 , 93,,64 ,60 , 70,,... ,... , ...,,86 ,80 , 94,,60 ,56 , 65,,... ,... , ...,,87 ,81 , 95,,59 ,55 , 65,,... ,... , ...,,87 ,80 , 97,,58 ,53 , 64,,... ,... , ...,,87 ,80 , 97,,54 ,49 , 60,,... ,... , ...,,88 ,80 , >98,,59 ,53 , 66,,... ,... , ...,,90 ,81 , >98,,... ,... , ...,,,,,
Lithuania,45 ,41 , 49,"Children estimates were not available at the time of publication.",48 ,44 , 52,"Children estimates were not available at the time of publication.",,,,,46 ,42 , 49,"Children estimates were not available at the time of publication.",55 ,51 , 60,"Children estimates were not available at the time of publication.",,,,,47 ,43 , 50,"Children estimates were not available at the time of publication.",58 ,53 , 62,"Children estimates were not available at the time of publication.",92 ,84 , >98,"Children estimates were not available at the time of publication.",51 ,47 , 54,"Children estimates were not available at the time of publication.",69 ,63 , 73,"Children estimates were not available at the time of publication.",>98 ,90 , >98,"Children estimates were not available at the time of publication.",50 ,45 , 54,"Children estimates were not available at the time of publication.",73 ,66 , 78,"Children estimates were not available at the time of publication.",94 ,85 , >98,"Children estimates were not available at the time of publication.",52 ,47 , 56,"Children estimates were not available at the time of publication.",74 ,66 , 79,"Children estimates were not available at the time of publication.",93 ,84 , >98,"Children estimates were not available at the time of publication.",53 ,47 , 58,"Children estimates were not available at the time of publication.",73 ,64 , 80,"Children estimates were not available at the time of publication.",94 ,83 , >98,"Children estimates were not available at the time of publication.",58 ,50 , 64,"Children estimates were not available at the time of publication.",78 ,68 , 86,"Children estimates were not available at the time of publication.",94 ,82 , >98,"Children estimates were not available at the time of publication.",60 ,51 , 69,"Children estimates were not available at the time of publication.",85 ,72 , 97,"Children estimates were not available at the time of publication.",94 ,81 , >98,"Children estimates were not available at the time of publication.",60 ,50 , 71,"Children estimates were not available at the time of publication.",93 ,77 , >98,"Children estimates were not available at the time of publication.",95 ,79 , >98,"Children estimates were not available at the time of publication."
